Group,Pre_Post,Year,Region,Beach,Crawl_Type,Success_Nest,Date_Found,ID,Obstructed,Object_ID_Spec,Object_ID_Gen,People,Dist_HTL,Dist_Dune,East_Orig,North_Orig,Long_Orig,Lat_Orig,Relocated,East_Relo,North_Relo,Long_Relo,Lat_Relo,Relo_Reason,Comments
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,5/20/2013,B01,0,NA,NA,NA,3.0,40.0,425448,3345003,-87.77479,30.23431,Yes,425448,3345040,-87.7748,30.23464,Near/At HTL,Measurements were not taken at excavation on nest.
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,5/27/2013,A01,0,NA,NA,NA,4.5,41.8,403595,3344231,-88.00181,30.2258,Yes,403586,3344272,-88.00191,30.22617,Near/At HTL,2 crab holes in nest
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,6/1/2013,A02,0,NA,NA,NA,25.2,6.1,401801,3344150,-88.02044,30.22493,Yes,401802,3344159,-88.02043,30.22501,Low elevation,Depredated- occurred during hatching 
Ord_Control,1_Pre,2013,Gulf State Park,Gulf State Park,FC,0,6/2/2013,GFC01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/3/2013,AFC04,0,NA,NA,NA,NA,NA,417425,3344400,-87.85812,30.22835,NA,NA,NA,NA,NA,NA,"Recorded by USGS
Distance from wrack line/to dune not recorded
6/4/13 morning turtle patrol unable to locate tracks (tracks washed away)"
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/3/2013,AFC01,0,NA,NA,NA,NA,NA,418580,3344377,-87.84612,30.22822,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/3/2013,AFC02,0,NA,NA,NA,NA,NA,420834,3344403,-87.8227,30.2286,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,6/4/2013,B02,0,NA,NA,NA,0.0,38.8,424097,3344743,-87.78881,30.23188,Yes,424083,3344788,-87.78896,30.23228,Near/At HTL,
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/4/2013,AFC03,0,NA,NA,NA,NA,NA,418589,3344375,-87.84602,30.2282,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/4/2013,AFC10,0,NA,NA,NA,NA,NA,408092,3344730,-87.95513,30.23065,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/5/2013,AFC05,0,NA,NA,NA,NA,NA,401752,3344137,-88.02095,30.22481,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/5/2013,AFC06,0,NA,NA,NA,NA,NA,406495,3344631,-87.97171,30.22964,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/5/2013,AFC11,0,NA,NA,NA,NA,NA,408833,3344765,-87.94743,30.23103,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/6/2013,A03,0,NA,NA,NA,0.0,15.4,413159,3344671,-87.90247,30.2305,Yes,413153,3344693,-87.90253,30.23069,Near/At HTL,
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/6/2013,AFC07,0,NA,NA,NA,NA,NA,403585,3344223,-88.00191,30.22573,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/6/2013,AFC08,0,NA,NA,NA,NA,NA,406811,3344661,-87.96843,30.22993,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/6/2013,AFC09,0,NA,NA,NA,NA,NA,407323,3344677,-87.96311,30.23012,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/6/2013,AFC12,0,NA,NA,NA,NA,NA,409583,3344787,-87.93964,30.23128,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/7/2013,AFC13,0,NA,NA,NA,NA,NA,414771,3344544,-87.88571,30.22946,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2013,Gulf Shores,West Beach,Nest,1,6/8/2013,C01,0,NA,NA,NA,7.9,0.0,431958,3346031,-87.70721,30.24397,Yes,431957,3346059,-87.70722,30.24422,Near/At HTL,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/8/2013,A05,0,NA,NA,NA,0.0,1.2,412856,3344677,-87.90562,30.23053,Yes,412866,3344689,-87.90552,30.23064,Near/At HTL,Turtle name: Maggie: KMH-108 (USGS); 4 turtles found live in nest to be released at 7:30pm on 8/11/2013
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,6/8/2013,A04,0,NA,NA,NA,20.3,4.5,403043,3344168,-88.00754,30.22519,Yes,402997,3344165,-88.00802,30.22516,Near/At HTL,"Turtle name: Shelly, KMH-106 (USGS)"
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/8/2013,AFC20,0,NA,NA,NA,NA,NA,411076,3344767,-87.92412,30.23121,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/8/2013,AFC19,0,NA,NA,NA,NA,NA,412392,3344673,-87.91044,30.23046,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/8/2013,AFC14,0,NA,NA,NA,NA,NA,414771,3344544,-87.88571,30.22946,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/9/2013,AFC23,0,NA,NA,NA,NA,NA,401883,3344124,-88.01959,30.2247,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/9/2013,AFC22,0,NA,NA,NA,NA,NA,404875,3344420,-87.98853,30.22761,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/9/2013,AFC24,0,NA,NA,Yes,NA,NA,407062,3344666,-87.96582,30.23,NA,NA,NA,NA,NA,NA,"Turtle name: Grace; called in so missing some info, unable to visually verify because of weather/time "
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/9/2013,AFC21,0,NA,NA,NA,NA,NA,407416,3344725,-87.96215,30.23056,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/9/2013,AFC15,0,NA,NA,NA,NA,NA,409579,3344797,-87.93968,30.23137,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2013,Orange Beach,Orange Beach,FC,0,6/9/2013,HFC01,1,Wooden Lounger,Wooden Lounger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,She crawled between loungers at Phoenix West on her incoming crawl and came close to clipping a beach chair at the waters edge on her outbound crawl.
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/10/2013,A07,0,NA,NA,NA,15.8,0.0,411184,3344780,-87.923,30.23134,No,NA,NA,NA,NA,NA,"Turtle Name: Grace, KMH-111(USGS)"
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,6/10/2013,A06,0,NA,NA,NA,4.8,28.5,420154,3344392,-87.82976,30.22846,Yes,420150,3344420,-87.8298,30.22871,Near/At HTL,"Tracks were obscurred/washed
Turtle name: Constantine: KMH-112(USGS)"
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/10/2013,AFC16,0,NA,NA,NA,NA,NA,401885,3344128,-88.01957,30.22474,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/10/2013,AFC25,0,NA,NA,Yes,NA,NA,410368,3344783,-87.93148,30.2313,NA,NA,NA,NA,NA,NA,"Called in so missing some info, unable to visually verify because of time/weather. "
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/10/2013,AFC26,0,NA,NA,Yes,NA,NA,416199,3344431,-87.87086,30.22854,NA,NA,NA,NA,NA,NA,Called in so missing some info; unable to visually verify because of time/weather 
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/10/2013,AFC27,0,NA,NA,Yes,NA,NA,416493,3344428,-87.86781,30.22854,NA,NA,NA,NA,NA,NA,"Called in so missing some info, unable to verify because of time/weather "
Treatment,1_Pre,2013,Orange Beach,Orange Beach,FC,0,6/10/2013,HFC02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/11/2013,A08,0,NA,NA,NA,15.2,21.2,415648,3344484,-87.87659,30.22898,Yes,415649,3344509,-87.87658,30.22921,Near/At HTL,"Found 10 live hatchlings in nest at excavation, so buried back.
7 of the emerged made it to the water at 7:45 PM
3 emerged overnight
Dead pipped: 1 tangled in roots
Sophia KMH-114(USGS) 
Crab holes seen Oct 7, but no eggs lost "
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/11/2013,AFC17,0,NA,NA,NA,NA,NA,402718,3344109,-88.01091,30.22463,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/11/2013,AFC30,0,NA,NA,NA,NA,NA,407373,3344690,-87.96259,30.23024,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/11/2013,AFC29,0,NA,NA,NA,NA,NA,407474,3344688,-87.96154,30.23023,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/11/2013,AFC28,0,NA,NA,NA,NA,NA,407530,3344686,-87.96096,30.23021,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/11/2013,AFC31,0,NA,NA,NA,NA,NA,415773,3344458,-87.87529,30.22876,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/12/2013,A09,0,NA,NA,NA,33.2,0.0,408329,3344777,-87.95267,30.2311,No,NA,NA,NA,NA,NA,"Sprinkler system at house gets nest wet. Try to contact homeowner.
Homeowner never turned off water. (8/16/2013 Observation)
KMH-116(USGS)"
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,6/12/2013,B03,0,NA,NA,NA,10.9,27.0,423769,3344705,-87.79222,30.23152,Yes,423768,3344736,-87.79223,30.2318,Beach Renourishment,
Treatment,1_Pre,2013,Gulf Shores,East Beach,Nest,1,6/12/2013,E01,0,NA,NA,NA,16.4,33.9,435095,3346560,-87.67464,30.24891,Yes,435095,3346560,-87.67464,30.24891,Near/At HTL,
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/12/2013,AFC18,0,NA,NA,NA,NA,NA,403054,3344155,-88.00742,30.22507,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/14/2013,A10,1,Unidentified,Unidentified,NA,27.9,21.0,410703,3344787,-87.928,30.23136,No,NA,NA,NA,NA,NA,"Turtle name: Marley, KMH-118 (USGS)"
Treatment,1_Pre,2013,Gulf Shores,East Beach,FC,0,6/14/2013,EFC01,1,Unidentified,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arc of crawl was destroyed by the City Beach Cleaning Machines
Treatment,1_Pre,2013,Orange Beach,Orange Beach,Nest,1,6/15/2013,H01,0,NA,NA,NA,18.2,40.9,439877,3347522,-87.62499,30.25784,Yes,439871,3347561,-87.62505,30.25819,Near/At HTL,One egg had tiny hole probably from shell. 1 double egg. 
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,6/16/2013,A11,0,NA,NA,NA,17.6,15.2,403147,3344181,-88.00646,30.22532,No,NA,NA,NA,NA,NA,"Turtle name: Anne, KMH-119(USGS)"
Treatment,1_Pre,2013,Orange Beach,Orange Beach,FC,0,6/16/2013,HFC03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,climbed pretty steep escarpment started a body pit and circled around before exiting.  Possibly disturbed.
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/17/2013,A12,0,NA,NA,NA,10.3,60.6,412172,3344700,-87.91273,30.23069,Yes,412171,3344720,-87.91274,30.23087,Near/At HTL,"Turtle name: Genevieve, KMH-120(USGS). "
Treatment,1_Pre,2013,Orange Beach,Orange Beach,Nest,1,6/18/2013,H02,1,Wooden Lounger,Wooden Lounger,NA,7.9,46.7,444803,3348895,-87.57386,30.27046,Yes,444933,3348942,-87.57251,30.27089,Near/At HTL,"She crawled between loungers and nested directly behind the loungers. Her inbound and outbound crawl was between same loungers which made it difficult to determine nest location.
Hatching notes: Misorientation due to lighting at Turquoise. Sending Letter to Turquoise asking they consider turtle friendly lighting before next season."
Treatment,1_Pre,2013,Orange Beach,Orange Beach,FC,0,6/18/2013,HFC04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,She started a body pit.We looked for nest but found nothing.
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,6/19/2013,A13,0,NA,NA,NA,19.8,22.1,419055,3344380,-87.84118,30.22828,No,NA,NA,NA,NA,NA,KMH-121(USGS)
Treatment,1_Pre,2013,Orange Beach,Orange Beach,Nest,1,6/19/2013,H03,0,NA,NA,NA,13.0,52.1,441580,3347996,-87.60731,30.2622,Yes,441562,3348053,-87.6075,30.26271,Near/At HTL,"79 or 80 eggs. She was not tagged. Weighed approx 200+ lbs. 
Big turtle, small clutch and small crawl width."
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,6/21/2013,B04,0,NA,NA,NA,2.7,27.3,426947,3345316,-87.75924,30.23722,Yes,426949,3345344,-87.75922,30.23748,Beach Renourishment,
Treatment,1_Pre,2013,Orange Beach,Alabama Point,Nest,1,6/22/2013,I01,0,NA,NA,Yes,0.2,34.2,448559,3349591,-87.53484,30.27691,Yes,448533,3349620,-87.53512,30.27717,Near/At HTL,Fisherman observed turtle laying her eggs. Volunteer saw turtle swim away.  Possible Kemps?
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/23/2013,A14,0,NA,NA,NA,3.9,20.6,412978,3344658,-87.90435,30.23037,Yes,412984,3344682,-87.90429,30.23058,Near/At HTL,KMH-123(USGS)
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,6/25/2013,A15,0,NA,NA,NA,7.0,22.7,417162,3344353,-87.86085,30.22791,Yes,417164,3344414,-87.86083,30.22846,Near/At HTL,"Turtle name: Sophia, KMH-125(USGS)"
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/25/2013,AFC32,0,NA,NA,NA,NA,NA,417777,3344362,-87.85446,30.22803,NA,NA,NA,NA,NA,NA,Turtle name: Constantine
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,6/26/2013,B05,0,NA,NA,NA,2.4,43.0,426503,3345208,-87.76384,30.23622,Yes,426495,3345248,-87.76393,30.23658,Near/At HTL,Light disorientation from BIG Mediterranean house at 2329 WBB
Treatment,1_Pre,2013,Orange Beach,Orange Beach,Nest,1,6/27/2013,H04,0,NA,NA,NA,13.3,23.9,439724,3347480,-87.62658,30.25745,Yes,439734,3347506,-87.62648,30.25769,Near/At HTL,she made 2 chambers with each flipper and dropped eggs in each. We actually measured top of clutch on smallest  chamber and bottom on deeper chamber. She climbed 6 ft. escarpment to find her spot. 
Treatment,1_Pre,2013,Orange Beach,Alabama Point,Nest,1,6/27/2013,I02,0,NA,NA,NA,17.3,33.9,447434,3349308,-87.54653,30.27431,Yes,447417,3349332,-87.5467,30.27452,Low elevation,A lager ghost crab entered the nest between 14:45 and 17:15 on 9/1.The crab dug a 4-inch wide hole all the way to the clutch. 1 turtle was being dragged out through the crab's hole and was saved.Another was found dead in the nest. 4 infertile eggs were depredated. We excavated the nest to make sure that no more crabs were in the nest.
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/27/2013,AFC33,0,NA,NA,NA,NA,NA,406956,3344640,-87.96692,30.22976,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,Gulf State Park,Gulf State Park,FC,0,6/27/2013,GFC02,0,NA,NA,NA,NA,NA,437695,3346971,-87.64764,30.25276,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2013,Orange Beach,Orange Beach,Nest,1,6/28/2013,H05,0,NA,NA,NA,7.6,58.5,443939,3348700,-87.58283,30.26867,Yes,443880,3348738,-87.58344,30.26901,Near/At HTL,"small eggs compared to other nests this season. 
Misorientation due to lights.
Nest was vandalized after it hatched. Screen pulled up in middle, wire bent and human reached in and dug abt 8"" into nest. The monitor wire was pulled up and monitor knocked over with bucket but not taken.  2 hatchlings possibly taken.  "
Ord_Control,1_Pre,2013,BSNWR,Refuge,FC,0,6/28/2013,AFC34,0,NA,NA,NA,NA,NA,402654,3344115,-88.01157,30.22468,NA,NA,NA,NA,NA,NA,
NA,1_Pre,2013,Dauphin Island,Dauphin Island,Nest,1,6/29/2013,J01,0,NA,NA,NA,13.6,49.4,NA,NA,NA,NA,Yes,387861,3347091,-88.16559,30.25025,Low elevation,Original UTMs not recorded on data sheet. Coordinates converted from decimal degrees on cell phone. Can correct if needed. 
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,6/30/2013,A16,0,NA,NA,NA,7.9,9.4,414876,3344539,-87.88462,30.22943,No,NA,NA,NA,NA,NA,"Eggs were removed, and then placed back in nest(protocol error). One unhatched egg contained twins counted as one egg. "
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,6/30/2013,B06,0,NA,NA,NA,0.0,40.9,428122,3345518,-87.74704,30.23912,Yes,428120,3345560,-87.74706,30.2395,Near/At HTL,"28' to water
9' south of high wrack"
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,6/30/2013,A17,0,NA,NA,NA,5.8,47.3,422101,3344502,-87.80954,30.22958,No,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,6/30/2013,AFC35,0,NA,NA,NA,NA,NA,410066,3344804,-87.93462,30.23147,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,FC,0,6/30/2013,BFC02,0,NA,NA,NA,NA,NA,427431,3345368,-87.75421,30.23772,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,FC,0,6/30/2013,BFC01,0,NA,NA,NA,NA,NA,428143,3345508,-87.74682,30.23903,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,Gulf State Park,Gulf State Park,Nest,1,7/1/2013,G01,0,NA,NA,NA,20.8,43.6,437052,3346755,-87.65431,30.25078,Yes,437025,3346793,-87.65459,30.25112,Low elevation,"NE 71'  NW 74'
There were originally 81 eggs and we suspect that ghost crabs ate 2 eggs.  There was also several eggs that were popped open but were infertile."
Treatment,1_Pre,2013,Orange Beach,Orange Beach,Nest,1,7/1/2013,H06,0,NA,NA,NA,3.9,62.4,440613,3347725,-87.61735,30.25971,Yes,NA,NA,NA,NA,Near/At HTL,"Lights from wedding reception,homes, parking lot and condos created missorientation and dissorientation problems with the hatchlings.Hatchlings came out of trench and came out of water heading north. Found turtle as far as parking lot. "
Treatment,1_Pre,2013,Orange Beach,Orange Beach,FC,0,7/1/2013,HFC05,1,Hole,Hole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a big crater was in her path. She went in and came out. The crater dug by visitors was the obstruction. 
Ord_Control,1_Pre,2013,Gulf State Park,Gulf State Park,Nest,1,7/3/2013,G02,0,NA,NA,NA,10.3,75.8,438040,3347050,-87.64406,30.25349,Yes,438022,3347087,-87.64425,30.25382,Near/At HTL,"As we moved the nest, the bottom 1/3 was filling up with water. Volunteers counted 83 hatchlings and 11 hatchlings the second night.  Originally we counted 101 eggs, but after excavation there were 108.  Since we were in a hurry due to the water, we must have miscounted."
Ord_Control,1_Pre,2013,Gulf State Park,Gulf State Park,FC,0,7/3/2013,GFC03,0,NA,NA,NA,NA,NA,435850,3346562,-87.66679,30.24897,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,Gulf State Park,Gulf State Park,FC,0,7/3/2013,GFC04,0,NA,NA,NA,NA,NA,436231,3346589,-87.66283,30.24924,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,Gulf State Park,Gulf State Park,FC,0,7/3/2013,GFC05,0,NA,NA,NA,NA,NA,436887,3346707,-87.65602,30.25033,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2013,Gulf State Park,Gulf State Park,FC,0,7/3/2013,GFC06,0,NA,NA,NA,NA,NA,437091,3346753,-87.6539,30.25076,NA,NA,NA,NA,NA,NA,
NA,1_Pre,2013,Dauphin Island,Dauphin Island,Nest,1,7/4/2013,J02,0,NA,NA,NA,15.5,23.0,391738,3346365,-88.12522,30.24406,No,NA,NA,NA,NA,NA,"Nest found on July 4, but not reported to StB until 7/12. No data on crawl available. Unable to relocate. No diagram available. Water covered nest on 7/5. Nest marked by Park and Beach Board Employee Greg, Got call on 7/12marked at 2pm on7/12.  No eggs found."
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,7/5/2013,B07,0,NA,NA,NA,0.0,33.9,426310,3345175,-87.76585,30.23591,Yes,426306,3345211,-87.76589,30.23624,Near/At HTL,"Extremely vague measurements on tracks due to heavy rainfall.  Turtle tried to nest at the top of the crawl but while looking for eggs in this location, it was impossible to dig due to all the shells from the beach re-nourishment.  Her nest was at the bottom of the crawl, below the wrack line.  ****Extreme disorientation because of light.  One offender was 2329 WBB
"
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,7/5/2013,AFC36,0,NA,NA,NA,3.0,NA,405926,3344574,-87.97762,30.22908,NA,NA,NA,NA,NA,NA,UTM coordinates were not given because they did not have GPS. 
Treatment,1_Pre,2013,Orange Beach,Orange Beach,Nest,1,7/5/2013,H07,0,NA,NA,NA,NA,NA,443491,3348632,-87.58748,30.26803,Yes,443491,3348632,-87.58748,30.26803,Erosion,"Unfound nest uncovered by high surf.  9 eggs hard possibly developing. 1 egg broken, no signs of turtle. 1 egg soft appeared infertile compared to others.  Not a fresh nest so have not idea how old it is."
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,7/6/2013,A18,0,NA,NA,NA,24.5,10.3,407016,3344698,-87.9663,30.23028,Yes,407016,3344698,-87.9663,30.23028,Low elevation,"The live pipped turtle broke out of his shell during excavation and had no yolk sac, so he was released. Quite a few (20% approx.) of hatchlings had disorientation at this nest. Didn't seem to be light related as it occurred even at excavation release."
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,7/6/2013,A19,0,NA,NA,NA,14.2,24.5,410614,3344787,-87.92892,30.23136,Yes,410622,3344831,-87.92884,30.23176,Near/At HTL,1 of unopened eggs contained live turtle so was reburied and this turtle hatched the next evening. I've listed under live pipped released later since was unsure how to document. 
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,FC,0,7/6/2013,BFC06,0,NA,NA,NA,NA,NA,424732,3344826,-87.78222,30.23267,NA,NA,NA,NA,NA,NA,"This one 25 inches wide as were the first 2 today, a very shallow arch only 3 feet north of the escarpment."
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,FC,0,7/6/2013,BFC03,0,NA,NA,NA,NA,NA,424962,3344886,-87.77984,30.23322,NA,NA,NA,NA,NA,NA,"The longest of the 4 FC's for today. She made a hard turn and fluffed out some sand and we wanted to make certain that there were no eggs.  No obstacles here but the sand was full of sharp shards of shell, very tough dig."
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,FC,0,7/6/2013,BFC05,0,NA,NA,NA,NA,NA,426451,3345197,-87.76438,30.23612,NA,NA,NA,NA,NA,NA,"A 26/27 inch crawl very narrow pattern not the usual arch, 12 feet in and a sharp turn out.  She may have smelled the nearby cases of shot fireworks left on the beach.  This crawl was right beside B5 and B5 was a 26/27 inch crawl.  "
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,FC,0,7/6/2013,BFC04,0,NA,NA,NA,NA,NA,426451,3345224,-87.76439,30.23637,NA,NA,NA,NA,NA,NA,"She came up an escarpment of about 2 feet and turned around 13 feet in, a 20 wide arch at the base entry/exit area."
Ord_Control,1_Pre,2013,BSNWR,Refuge,Nest,1,7/7/2013,A21,0,NA,NA,NA,21.8,0.0,403088,3344175,-88.00707,30.22526,No,NA,NA,NA,NA,NA,Bottom of nest saturated with water during excavation even though at dune line. 
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,7/7/2013,B08,0,NA,NA,Yes,0.0,7.6,428936,3345667,-87.73859,30.24051,Yes,428933,3345679,-87.73862,30.24062,Near/At HTL,Tourist called Mike R and reported a turtle on the beach-he contacted Sherry and she went to check.  Turtle was gone but she did mark area that appeared to have nest.  Normal patrol in the morning located crawl and nest which was on the wrack line in a low part of the beach three houses west of the pass.
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,Nest,1,7/7/2013,A20,0,NA,NA,NA,9.4,22.4,410624,3344780,-87.92882,30.23129,Yes,410634,3344810,-87.92872,30.23157,Near/At HTL,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,7/7/2013,AFC39,0,NA,NA,NA,NA,NA,409777,3344794,-87.93762,30.23136,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,7/7/2013,AFC37,0,NA,NA,NA,NA,NA,411339,3344770,-87.92139,30.23126,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2013,Fort Morgan,Fort Morgan,FC,0,7/7/2013,AFC38,0,NA,NA,NA,NA,NA,413749,3344632,-87.89634,30.23019,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,FC,0,7/7/2013,BFC07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turtle took a tour of the dunes but apparently didn't settle.  These tracks were rain beaten, vanishing on the hard pan and returning again in the sharp shell sand we do not like."
Treatment,1_Pre,2013,Orange Beach,Orange Beach,FC,0,7/8/2013,HFC06,1,Wooden Lounger,Wooden Lounger,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"footprints following crawl, I would guess people scared her back into water. She crawled between loungers on her inbound and then crawled parallel between rows of loungers and then exited at end of row."
Treatment,1_Pre,2013,Gulf Shores,Laguna Key,Nest,1,7/9/2013,B09,0,NA,NA,NA,4.4,NA,428935,3345672,-87.7386,30.24055,Yes,428938,3345676,-87.73857,30.24059,Near/At HTL,
